sampleNames;sample;Year;site;enrichment;enrichment;days;Period;folder;Info4;Expname;Experimentator;Csource;CsourceBeta;biomass.enriched;filter.fraction;oxygen;thiosulfate;ammonium;nitrite;nitrate;methylamine;cellulose;starch;veratric.acid;soil.seepage;necromass;R2A;leaf.leachate;16S.gene.copies.per.L;dev;PNK;Before
MA-C-09;MA-C-09;2021;H41;Methylamine;Methylamine;34;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;4.14E+09;4.14E+09;1.39E+09;methylotrophy
MA-C-10;MA-C-10;2021;H41;Methylamine;Methylamine;34;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;4.14E+09;4.14E+09;1.39E+09;methylotrophy
MA-C-11;MA-C-11;2021;H41;Methylamine;Methylamine;42;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;7.79E+09;7.79E+09;1.80E+10;methylotrophy
MA-C-12;MA-C-12;2021;H41;Methylamine;Methylamine;49;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;1.16E+10;1.16E+10;1.91E+10;methylotrophy
MA-C-13;MA-C-13;2021;H41;Methylamine;Methylamine;64;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-14;MA-C-14;2021;H41;Methylamine;Methylamine;69;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-15;MA-C-15;2021;H41;Methylamine;Methylamine;76;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-16;MA-C-16;2021;H41;Methylamine;Methylamine;83;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-17;MA-C-17;2021;H41;Methylamine;Methylamine;97;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-18;MA-C-18;2021;H41;Methylamine;Methylamine;104;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-19;MA-C-19;2021;H41;Methylamine;Methylamine;111;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-20;MA-C-20;2021;H41;Methylamine;Methylamine;118;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-21;MA-C-21;2021;H41;Methylamine;Methylamine;125;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-22;MA-C-22;2021;H41;Methylamine;Methylamine;132;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-23;MA-C-23;2021;H41;Methylamine;Methylamine;254;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-24;MA-C-24;2021;H41;Methylamine;Methylamine;295;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-25;MA-C-25;2021;H41;Methylamine;Methylamine;302;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-26;MA-C-26;2021;H41;Methylamine;Methylamine;450;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;no;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-27;MA-C-27;2022;H41;Methylamine;Methylamine;552;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-28;MA-C-28;2022;H41;Methylamine;Methylamine;558;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-29;MA-C-29;2022;H41;Methylamine;Methylamine;569;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-30;MA-C-30;2022;H41;Methylamine;Methylamine;574;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-31;MA-C-31;2022;H41;Methylamine;Methylamine;581;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-32;MA-C-32;2022;H41;Methylamine;Methylamine;594;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-33;MA-C-33;2022;H41;Methylamine;Methylamine;616;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-34;MA-C-34;2023;H41;Methylamine;Methylamine;637;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
MA-C-35;MA-C-35;2023;H41;Methylamine;Methylamine;657;>3weeks;14-2021 04 01 Methylamine Enr;14-Methylamine;MethylamineEnr;MT;methylotrophy;methylotrophy;NA;0.2;oxic;no;no;no;no;yes;no;no;no;no;no;no;no;NA;NA;NA;methylotrophy
n;n;2021;H52;Autotrophy;Autotrophy;83;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;2.58E+08;2.58E+08;2.72E+07;autotrophy
ND1;ND1;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;yes;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;none
ND2;ND2;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;yes;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;none
ND3;ND3;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;yes;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;none
NH1;NH1;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;yes;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;none
NH2;NH2;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;yes;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;none
NH3;NH3;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;none;none;yes;0.2;oxic;no;no;no;no;no;no;no;no;no;no;no;no;NA;NA;NA;none
o;o;2021;H52;Autotrophy;Autotrophy;83;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;3.01E+08;3.01E+08;9.02E+06;autotrophy
p;p;2021;H52;Autotrophy;Autotrophy;83;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.06E+09;1.06E+09;7.45E+07;autotrophy
q;q;2021;H52;Autotrophy;Autotrophy;83;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;5.43E+09;5.43E+09;4.55E+08;autotrophy
r;r;2021;H52;Autotrophy;Autotrophy;83;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;7.83E+08;7.83E+08;7.58E+07;autotrophy
RT1;RT1;2021;H41;R2A;1A, mixing ratio GW:#002 1:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
RT2;RT2;2021;H41;R2A;1B, mixing ratio GW:#002 1:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
RT3;RT3;2021;H41;R2A;2A, mixing ratio GW:#002 9:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
RT4;RT4;2021;H41;R2A;2B, mixing ratio GW:#002 9:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
RT5;RT5;2021;H41;R2A;3A, mixing ratio GW:#002 19:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
RT6;RT6;2021;H41;R2A;3B, mixing ratio GW:#002 19:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
RT7;RT7;2021;H41;R2A;4A, mixing ratio GW:#002 99:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
RT8;RT8;2021;H41;R2A;4B, mixing ratio GW:#002 99:1;50;>3weeks;15-Kevin;15-Kevin;RamanTrial;KB;organic_undefined;organic_undefined;no;0.2;oxic;no;no;no;no;no;no;no;no;no;no;yes;no;NA;NA;NA;organic_undefined
s;s;2021;H52;Autotrophy;Autotrophy;69;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;1.48E+09;1.48E+09;5.44E+07;autotrophy
S1D1;S1D1;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S1D2;S1D2;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S1D3;S1D3;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S1H1;S1H1;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S1H2;S1H2;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S1H3;S1H3;2018;H41;Leachate;Leachate;21;3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S2D1;S2D1;2018;H41;Leachate;Leachate;28;>3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S2D2;S2D2;2018;H41;Leachate;Leachate;28;>3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S2D3;S2D3;2018;H41;Leachate;Leachate;28;>3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S2H1;S2H1;2018;H41;Leachate;Leachate;28;>3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S2H2;S2H2;2018;H41;Leachate;Leachate;28;>3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
S2H3;S2H3;2018;H41;Leachate;Leachate;28;>3weeks;6-Leachate D2O SIP;6-Leachate;RamanSIP2;MT;organic_undefined;organic_undefined;yes;0.2;oxic;no;no;no;no;no;no;no;no;yes;no;no;no;NA;NA;NA;organic_undefined
t;t;2021;H52;Autotrophy;Autotrophy;69;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;1.89E+08;1.89E+08;1.61E+07;autotrophy
t0-1;t0-1;2018;H52;Before Incubation;Before Incubation;0;day0;7-2018 12 14 Beatrix Project Mo;7-Autotrophy;H52AutoSIPtest;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;7.98E+07;7.98E+07;6.02E+06;Before Incubation
t0-2;t0-2;2018;H52;Before Incubation;Before Incubation;0;day0;7-2018 12 14 Beatrix Project Mo;7-Autotrophy;H52AutoSIPtest;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;1.11E+06;1.11E+06;1.30E+05;Before Incubation
t0-3;t0-3;2018;H52;Before Incubation;Before Incubation;0;day0;7-2018 12 14 Beatrix Project Mo;7-Autotrophy;H52AutoSIPtest;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;4.08E+07;4.08E+07;1.38E+06;Before Incubation
T0A-0-1-um;T0A-0-1-um;2019;H52;Before Incubation;Before Incubation;0;day0;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;none;none;no;0.1;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;4.46E+05;4.46E+05;3.75E+04;Before Incubation
T0A-1-0-2-um;T0A-1-0-2-um;2019;H52;Before Incubation;Before Incubation;0;day0;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;4.69E+05;4.69E+05;5.53E+04;Before Incubation
T0A-2-0-2-um;T0A-2-0-2-um;2019;H52;Before Incubation;Before Incubation;0;day0;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;8.17E+05;8.17E+05;1.10E+05;Before Incubation
T0A-3-0-2-um;T0A-3-0-2-um;2019;H52;Before Incubation;Before Incubation;0;day0;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;4.56E+03;4.56E+03;8.28E+02;Before Incubation
T0B-1-0-2-um;T0B-1-0-2-um;2019;H52;Before Incubation;Before Incubation;0;day0;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;4.30E+07;4.30E+07;4.86E+06;Before Incubation
T0B-2-0-2-um;T0B-2-0-2-um;2019;H52;Before Incubation;Before Incubation;0;day0;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;5.82E+06;5.82E+06;2.51E+05;Before Incubation
T0B-3-0-2-um;T0B-3-0-2-um;2019;H52;Before Incubation;Before Incubation;0;day0;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;none;none;no;0.2;anoxic;no;no;no;no;no;no;no;no;no;no;no;no;4.21E+07;4.21E+07;5.86E+06;Before Incubation
T1-1-0-2-um;T1-1-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;3.85E+09;3.85E+09;1.29E+09;autotrophy
T1-13C-1-0-2-um;T1-13C-1-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.10E+09;1.10E+09;1.54E+08;autotrophy
T1-13C-2-0-2-um;T1-13C-2-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;4.35E+09;4.35E+09;7.60E+08;autotrophy
T1-13C-3-0-2-um;T1-13C-3-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.45E+07;1.45E+07;1.02E+06;autotrophy
T1-2-0-2-um;T1-2-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;7.59E+09;7.59E+09;3.42E+08;autotrophy
T1-3-0-2-um;T1-3-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;7.69E+07;7.69E+07;8.70E+06;autotrophy
T1F-1-0-2-um;T1F-1-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;9.02E+06;9.02E+06;1.57E+06;autotrophy
T1F-13C-1-0-2-um;T1F-13C-1-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;2.65E+07;2.65E+07;1.63E+06;autotrophy
T1F-13C-2-0-2-um;T1F-13C-2-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;3.87E+07;3.87E+07;4.89E+06;autotrophy
T1F-13C-3-0-2-um;T1F-13C-3-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;4.83E+06;4.83E+06;6.50E+05;autotrophy
T1F-2-0-2-um;T1F-2-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;2.31E+07;2.31E+07;1.63E+06;autotrophy
T1F-3-0-2-um;T1F-3-0-2-um;2019;H52;Autotrophy;Autotrophy;7;1week;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.66E+04;1.66E+04;5.34E+03;autotrophy
T2-1-0-1-um;T2-1-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2-1-0-2-um;T2-1-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;5.76E+09;5.76E+09;7.55E+08;autotrophy
T2-13C-1-0-1-um;T2-13C-1-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2-13C-1-0-2-um;T2-13C-1-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;7.33E+09;7.33E+09;8.07E+08;autotrophy
T2-13C-2-0-1-um;T2-13C-2-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2-13C-2-0-2-um;T2-13C-2-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;5.36E+09;5.36E+09;3.68E+08;autotrophy
T2-13C-3-0-1-um;T2-13C-3-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2-13C-3-0-2-um;T2-13C-3-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;7.48E+09;7.48E+09;3.26E+08;autotrophy
T2-2-0-1-um;T2-2-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2-2-0-2-um;T2-2-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;6.76E+09;6.76E+09;9.05E+08;autotrophy
T2-3-0-1-um;T2-3-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2-3-0-2-um;T2-3-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;2.38E+10;2.38E+10;1.79E+09;autotrophy
